timestamp,temperature,humidity
2025-05-02 16:16:05,14.0,167.0
2025-05-02 16:17:06,52.52,162.0
2025-05-02 16:18:06,52.52,162.0
2025-05-02 16:39:37,73.22,67.0,73.39,0,655
