timestamp,temperature,humidity,heat_index,light,sound
2025-05-02 16:55:30,73.76,66.0,73.94,0,604
2025-05-02 16:55:32,73.94,66.0,74.14,0,606
2025-05-02 16:55:35,73.76,66.0,73.94,0,606
2025-05-02 16:55:38,73.76,66.0,73.94,0,604
2025-05-02 16:55:40,73.76,66.0,73.94,0,606
2025-05-02 16:55:43,73.76,65.0,73.89,0,606
2025-05-02 16:55:45,73.76,65.0,73.89,0,605
2025-05-02 16:55:48,73.76,65.0,73.89,0,606
2025-05-02 16:55:51,73.76,66.0,73.94,0,610
2025-05-02 16:55:53,73.94,65.0,74.09,0,604
2025-05-02 16:55:56,73.76,65.0,73.89,0,601
2025-05-02 16:55:58,73.94,65.0,74.09,0,605
2025-05-02 16:56:00,73.22,65.0,73.3,0,612
2025-05-02 16:56:03,73.94,66.0,74.14,0,605
2025-05-02 16:56:06,73.94,65.0,74.09,0,586
2025-05-02 16:56:08,73.94,65.0,74.09,0,605
2025-05-02 16:56:11,73.94,66.0,74.14,0,604
2025-05-02 16:56:14,73.94,66.0,74.14,0,605
2025-05-02 16:56:17,73.76,66.0,73.94,0,603
2025-05-02 16:56:19,73.94,65.0,74.09,0,600
2025-05-02 16:56:22,73.94,65.0,74.09,0,601
2025-05-02 16:56:24,73.94,66.0,74.14,0,598
2025-05-02 16:56:27,73.94,66.0,74.14,0,603
2025-05-02 16:56:29,73.94,66.0,74.14,0,603
2025-05-02 16:56:32,73.94,66.0,74.14,0,600
2025-05-02 16:56:34,73.76,66.0,73.94,0,599
2025-05-02 16:56:37,73.94,65.0,74.09,0,602
2025-05-02 16:56:39,73.94,65.0,74.09,0,602
2025-05-02 16:56:41,73.94,65.0,74.09,0,601
2025-05-02 16:56:44,73.94,66.0,74.14,0,600
2025-05-02 16:56:46,74.12,66.0,74.33,0,596
2025-05-02 16:56:49,73.94,65.0,74.09,0,602
2025-05-02 16:56:51,73.94,65.0,74.09,0,598
2025-05-02 16:56:54,74.12,65.0,74.29,0,601
2025-05-02 16:56:56,73.76,65.0,73.89,0,596
2025-05-02 16:56:59,73.94,65.0,74.09,0,593
2025-05-02 16:57:01,73.94,65.0,74.09,0,599
2025-05-02 16:57:03,74.12,65.0,74.29,0,599
2025-05-02 16:57:06,73.94,65.0,74.09,0,598
2025-05-02 16:57:09,73.94,65.0,74.09,0,597
2025-05-02 16:57:11,74.12,65.0,74.29,0,595
2025-05-02 16:57:14,73.94,65.0,74.09,0,600
2025-05-02 16:57:16,73.94,65.0,74.09,0,598
2025-05-02 16:57:19,74.12,65.0,74.29,0,596
2025-05-02 16:57:22,73.94,65.0,74.09,0,598
2025-05-02 16:57:24,74.12,65.0,74.29,0,596
2025-05-02 16:57:27,73.94,65.0,74.09,0,593
2025-05-02 16:57:29,74.12,65.0,74.29,0,591
2025-05-02 16:57:32,74.12,65.0,74.29,0,596
2025-05-02 16:57:34,73.76,65.0,73.89,0,595
2025-05-02 16:57:37,74.12,65.0,74.29,0,596
2025-05-02 16:57:40,74.12,65.0,74.29,0,594
2025-05-02 16:57:43,74.3,65.0,74.49,0,593
2025-05-02 16:57:45,74.12,64.0,74.24,0,597
2025-05-02 16:57:48,74.3,65.0,74.49,0,594
2025-05-02 16:57:50,73.94,64.0,74.04,0,594
2025-05-02 16:57:52,73.94,65.0,74.09,0,591
2025-05-02 16:57:55,74.12,65.0,74.29,0,594
2025-05-02 16:57:58,74.12,65.0,74.29,0,590
2025-05-02 16:58:00,73.94,65.0,74.09,0,591
2025-05-02 16:58:03,74.12,65.0,74.29,0,591
2025-05-02 16:58:05,73.94,65.0,74.09,0,595
2025-05-02 16:58:08,74.12,65.0,74.29,0,591
2025-05-02 16:58:11,74.12,65.0,74.29,0,591
2025-05-02 16:58:13,73.94,65.0,74.09,0,591
2025-05-02 16:58:16,73.94,65.0,74.09,0,581
2025-05-02 16:58:18,73.94,65.0,74.09,0,592
