timestamp,temperature,humidity,heat_index,light,sound
2025-05-18 00:16:44,64.58,82.0,64.59,0,1118
2025-05-18 00:31:44,66.74,79.0,66.83,0,898
2025-05-18 00:46:45,67.28,77.0,67.33,0,738
2025-05-18 01:01:46,67.82,75.0,67.83,0,608
2025-05-18 01:16:47,67.82,75.0,67.83,0,510
2025-05-18 01:31:47,67.82,75.0,67.83,0,441
2025-05-18 01:46:48,67.64,76.0,67.68,0,384
2025-05-18 02:01:48,66.2,79.0,66.23,0,345
2025-05-18 02:16:49,66.02,80.0,66.08,0,316
2025-05-18 02:31:50,66.2,80.0,66.28,0,295
2025-05-18 02:46:51,66.02,81.0,66.13,0,272
2025-05-18 03:01:52,65.66,81.0,65.73,0,260
2025-05-18 03:16:53,65.84,81.0,65.93,0,254
2025-05-18 03:31:53,65.66,81.0,65.73,0,245
2025-05-18 03:46:53,65.66,82.0,65.78,0,236
2025-05-18 04:01:55,65.66,82.0,65.78,0,238
2025-05-18 04:16:55,65.66,82.0,65.78,0,233
2025-05-18 04:31:57,65.48,82.0,65.58,0,227
2025-05-18 04:46:59,65.48,82.0,65.58,0,230
2025-05-18 05:02:00,65.48,83.0,65.63,0,222
2025-05-18 05:17:01,65.48,83.0,65.63,0,227
2025-05-18 05:32:03,65.48,83.0,65.63,0,223
2025-05-18 05:47:03,65.48,83.0,65.63,0,223
2025-05-18 06:02:04,65.48,83.0,65.63,0,283
2025-05-18 06:17:05,65.48,83.0,65.63,0,266
2025-05-18 06:32:05,65.3,83.0,65.43,0,256
2025-05-18 06:47:06,65.3,84.0,65.48,0,250
2025-05-18 07:02:08,65.3,83.0,65.43,0,243
2025-05-18 07:17:08,65.48,83.0,65.63,0,235
2025-05-18 07:32:08,65.48,83.0,65.63,0,231
2025-05-18 07:47:09,65.3,84.0,65.48,0,231
2025-05-18 08:02:09,65.66,83.0,65.83,0,228
2025-05-18 08:17:10,65.48,83.0,65.63,0,227
2025-05-18 08:32:10,65.48,83.0,65.63,0,225
2025-05-18 08:47:11,65.84,83.0,66.02,0,225
2025-05-18 09:02:12,65.84,82.0,65.98,0,223
2025-05-18 09:17:13,66.02,82.0,66.18,0,255
2025-05-18 09:32:14,66.2,81.0,66.33,0,267
2025-05-18 09:47:15,66.38,81.0,66.52,0,258
2025-05-18 10:02:16,66.38,80.0,66.48,0,249
2025-05-18 10:17:17,66.56,80.0,66.68,0,242
2025-05-18 10:32:17,66.38,80.0,66.48,0,235
2025-05-18 10:47:18,66.92,78.0,66.98,0,338

