timestamp,sleep_event
2025-05-08 19:00:52,SOUND
2025-05-08 19:01:03,LIGHT
2025-05-08 19:01:09,LIGHT
2025-05-08 19:02:36,LIGHT
2025-05-08 19:03:01,SOUND
2025-05-08 19:04:04,LIGHT
2025-05-08 19:04:09,LIGHT
2025-05-08 19:04:21,LIGHT
2025-05-08 19:05:07,LIGHT
2025-05-08 19:05:37,LIGHT
2025-05-08 19:05:44,LIGHT
2025-05-08 19:06:38,LIGHT
2025-05-08 19:07:07,LIGHT
2025-05-08 19:07:10,LIGHT
2025-05-08 19:07:21,LIGHT
2025-05-08 19:07:50,LIGHT
2025-05-08 19:08:28,LIGHT
2025-05-08 19:08:43,SOUND
2025-05-08 19:11:46,LIGHT
2025-05-08 19:12:00,SOUND
2025-05-08 19:12:32,LIGHT
2025-05-08 19:13:01,MOVEMENT
2025-05-08 19:13:14,SOUND
2025-05-08 19:13:30,SOUND
2025-05-08 19:15:47,SOUND
2025-05-08 19:16:19,SOUND
2025-05-08 19:16:23,SOUND
2025-05-08 19:21:57,SOUND
2025-05-08 19:22:47,SOUND
2025-05-08 19:52:01,SOUND
2025-05-08 19:52:48,SOUND
2025-05-08 19:53:00,SOUND
2025-05-08 19:58:01,SOUND
2025-05-08 19:58:16,SOUND
2025-05-08 20:01:10,SOUND
2025-05-08 20:01:23,SOUND
2025-05-08 20:17:37,SOUND
2025-05-08 21:01:55,SOUND
2025-05-08 21:02:03,SOUND
2025-05-08 21:02:08,SOUND
2025-05-08 21:02:10,MOVEMENT
2025-05-08 21:02:48,SOUND
2025-05-08 21:02:52,SOUND
2025-05-08 21:04:20,SOUND
2025-05-08 21:04:29,SOUND
2025-05-08 21:04:37,SOUND
2025-05-08 21:05:23,SOUND
2025-05-08 21:05:49,SOUND
2025-05-08 21:05:52,SOUND
2025-05-08 21:06:11,SOUND
2025-05-08 21:06:22,SOUND
2025-05-08 21:06:48,SOUND
2025-05-08 21:07:26,SOUND
2025-05-08 21:07:30,SOUND
2025-05-08 21:07:40,SOUND
2025-05-08 21:07:53,SOUND
2025-05-08 21:08:28,SOUND
2025-05-08 21:08:35,SOUND
2025-05-08 21:08:47,SOUND
2025-05-08 21:09:10,SOUND
2025-05-08 21:09:31,SOUND
2025-05-08 21:09:59,SOUND
2025-05-08 21:10:08,SOUND
2025-05-08 21:10:12,SOUND
2025-05-08 21:10:48,SOUND
2025-05-08 21:10:59,SOUND
2025-05-08 21:11:47,SOUND
2025-05-08 21:12:02,SOUND
2025-05-08 21:12:12,SOUND
2025-05-08 21:12:18,SOUND
2025-05-08 21:12:41,SOUND
2025-05-08 21:12:46,SOUND
2025-05-08 21:12:51,SOUND
2025-05-08 21:13:11,SOUND
2025-05-08 21:13:33,SOUND
2025-05-08 21:13:43,SOUND
2025-05-08 21:13:54,SOUND
