timestamp,sleep_event
2025-05-11 20:42:07,MOVEMENT
2025-05-11 20:42:11,MOVEMENT
2025-05-11 20:42:15,SOUND
2025-05-11 20:42:20,MOVEMENT
2025-05-11 20:42:21,SOUND
2025-05-11 20:43:35,SOUND
2025-05-11 20:43:41,MOVEMENT
2025-05-11 20:43:43,SOUND
2025-05-11 21:04:04,SOUND
2025-05-11 21:05:49,SOUND
2025-05-11 21:06:01,SOUND
2025-05-11 21:06:22,SOUND
2025-05-11 21:07:02,SOUND
2025-05-11 21:08:19,SOUND
2025-05-11 21:08:39,SOUND
2025-05-11 21:15:39,SOUND
2025-05-11 21:19:08,SOUND
2025-05-11 21:42:39,SOUND
2025-05-11 21:50:38,SOUND
2025-05-11 21:50:55,SOUND
2025-05-11 21:51:52,SOUND
2025-05-11 21:58:09,SOUND
2025-05-11 22:01:45,SOUND
2025-05-11 22:02:02,SOUND
2025-05-11 22:02:59,SOUND
2025-05-11 22:03:32,SOUND
2025-05-11 22:04:37,SOUND
2025-05-11 22:06:42,SOUND
2025-05-11 22:08:07,SOUND
2025-05-11 22:08:52,SOUND
2025-05-11 22:11:16,SOUND
2025-05-11 22:11:40,SOUND
2025-05-11 22:11:47,SOUND
2025-05-11 22:11:52,SOUND
2025-05-11 22:16:04,SOUND
2025-05-11 22:16:32,SOUND
2025-05-11 22:39:01,SOUND
2025-05-11 22:40:01,SOUND
2025-05-11 23:07:28,SOUND
2025-05-11 23:15:02,SOUND
2025-05-11 23:15:23,SOUND
2025-05-12 02:46:39,SOUND
2025-05-12 02:47:22,SOUND
2025-05-12 03:29:52,SOUND
2025-05-12 07:07:38,SOUND
2025-05-12 07:50:40,SOUND
2025-05-12 11:13:27,SOUND
2025-05-12 11:53:55,SOUND
2025-05-12 11:57:03,SOUND
2025-05-12 11:57:12,SOUND
2025-05-12 11:58:51,SOUND
2025-05-12 12:00:09,MOVEMENT
2025-05-12 12:00:10,LIGHT
