timestamp,temperature,humidity,heat_index,light,sound
2025-05-16 00:05:10,66.74,73.0,66.54,0,1116
2025-05-16 00:20:11,66.56,74.0,66.39,0,901
2025-05-16 00:35:14,67.28,75.0,67.23,0,729
2025-05-16 00:50:14,67.28,75.0,67.23,0,611
2025-05-16 01:05:15,67.28,75.0,67.23,0,514
2025-05-16 01:20:15,67.46,76.0,67.48,0,441
2025-05-16 01:35:15,67.46,76.0,67.48,0,385
2025-05-16 01:50:16,67.64,77.0,67.72,0,344
2025-05-16 02:05:17,67.46,77.0,67.53,0,314
2025-05-16 02:20:19,67.46,77.0,67.53,0,300
2025-05-16 02:35:19,67.46,77.0,67.53,0,280
2025-05-16 02:50:20,67.46,77.0,67.53,0,261
2025-05-16 03:05:21,67.46,77.0,67.53,0,251
2025-05-16 03:20:22,67.46,78.0,67.57,0,245
2025-05-16 03:35:23,67.46,77.0,67.53,0,238
2025-05-16 03:50:24,67.46,78.0,67.57,0,233
2025-05-16 04:05:24,67.64,78.0,67.77,0,230
2025-05-16 04:20:25,67.64,79.0,67.82,0,303
2025-05-16 04:35:25,67.82,77.0,67.92,0,273
2025-05-16 04:50:28,67.64,78.0,67.77,0,266
2025-05-16 05:05:28,67.64,78.0,67.77,0,295
2025-05-16 05:20:30,67.82,78.0,67.97,0,275
2025-05-16 05:35:30,67.46,79.0,67.62,0,260
2025-05-16 05:50:31,67.64,79.0,67.82,0,327
2025-05-16 06:05:31,67.64,79.0,67.82,0,299
2025-05-16 06:20:32,67.46,79.0,67.62,0,279
2025-05-16 06:35:33,67.64,79.0,67.82,0,270
2025-05-16 06:50:33,67.64,79.0,67.82,0,252
2025-05-16 07:05:33,67.46,79.0,67.62,0,245
2025-05-16 07:20:34,67.46,79.0,67.62,0,235
2025-05-16 07:35:35,67.46,79.0,67.62,0,230
2025-05-16 07:50:36,67.46,83.0,67.81,0,228
2025-05-16 08:05:37,67.46,80.0,67.67,0,229
2025-05-16 08:20:37,67.82,86.0,68.34,0,221
2025-05-16 08:35:38,67.82,86.0,68.34,0,228
2025-05-16 08:50:39,68.0,85.0,68.5,0,224
2025-05-16 09:05:40,68.18,85.0,68.69,0,227
2025-05-16 09:20:41,68.36,85.0,68.89,0,221
2025-05-16 09:35:42,68.54,79.0,68.81,0,220
2025-05-16 09:50:44,68.36,84.0,68.84,0,222
2025-05-16 10:05:44,69.08,82.0,69.54,0,234
2025-05-16 10:20:45,69.26,82.0,69.74,0,231
2025-05-16 10:35:45,69.44,83.0,69.99,0,228
2025-05-16 10:50:45,69.62,83.0,70.18,0,227
2025-05-16 11:05:45,69.62,78.0,69.95,0,341
2025-05-16 11:20:46,70.16,83.0,70.78,0,311
2025-05-16 11:35:47,70.34,83.0,70.97,0,285
2025-05-16 11:50:48,70.52,78.0,70.94,0,268
2025-05-16 12:05:48,70.7,77.0,71.09,0,251
2025-05-16 12:20:49,70.88,82.0,71.52,0,302
2025-05-16 12:35:49,70.52,76.0,70.84,0,282
2025-05-16 12:50:49,70.7,71.0,70.81,0,266
2025-05-16 13:05:50,70.16,71.0,70.21,0,252
2025-05-16 13:20:50,69.98,71.0,70.02,0,252
2025-05-16 13:35:51,69.62,71.0,69.62,156,278
2025-05-16 13:50:51,69.62,70.0,69.57,143,266
2025-05-16 14:05:52,69.62,70.0,69.57,176,248
2025-05-16 14:20:52,70.34,70.0,70.36,167,234
2025-05-16 14:35:53,70.16,70.0,70.17,166,246
2025-05-16 15:05:58,69.26,70.0,69.18,130,677
