timestamp,sleep_event
2025-05-21 19:13:43,SOUND
2025-05-21 19:13:45,LIGHT
2025-05-21 19:13:56,SOUND
2025-05-21 19:14:33,SOUND
2025-05-21 19:20:28,SOUND
2025-05-21 19:20:35,SOUND
2025-05-21 19:20:40,SOUND
2025-05-21 19:21:31,SOUND
2025-05-21 19:21:40,SOUND
2025-05-21 19:22:42,SOUND
2025-05-21 19:24:04,SOUND
2025-05-21 19:51:31,SOUND
2025-05-21 19:51:53,SOUND
2025-05-21 19:56:29,SOUND
2025-05-21 20:04:55,SOUND
2025-05-21 20:05:23,SOUND
2025-05-21 20:06:10,SOUND
2025-05-21 20:07:39,SOUND
2025-05-21 20:08:02,SOUND
2025-05-21 20:18:40,SOUND
2025-05-21 20:28:47,SOUND
2025-05-21 20:37:52,SOUND
2025-05-21 20:39:51,SOUND
2025-05-21 20:41:32,SOUND
2025-05-21 21:21:39,SOUND
2025-05-21 21:43:06,SOUND
2025-05-21 21:44:48,MOVEMENT
2025-05-21 21:44:49,SOUND
2025-05-21 21:44:54,SOUND
2025-05-21 21:45:03,SOUND
2025-05-21 21:45:17,SOUND
2025-05-21 21:45:27,SOUND
2025-05-21 21:45:33,SOUND
2025-05-21 21:45:37,SOUND
2025-05-21 21:45:45,SOUND
2025-05-21 21:45:58,SOUND
2025-05-21 21:46:07,SOUND
2025-05-21 21:46:15,SOUND
2025-05-21 21:46:31,SOUND
2025-05-21 21:46:55,SOUND
2025-05-21 21:47:14,SOUND
2025-05-21 21:47:23,SOUND
2025-05-21 21:47:44,SOUND
2025-05-21 21:47:50,SOUND
2025-05-21 21:47:54,SOUND
2025-05-21 21:47:59,SOUND
2025-05-21 21:48:05,SOUND
2025-05-21 21:48:09,SOUND
2025-05-21 21:48:12,SOUND
2025-05-21 21:48:24,SOUND
2025-05-21 21:48:29,SOUND
2025-05-21 21:48:33,SOUND
2025-05-21 21:48:42,SOUND
2025-05-21 21:48:47,SOUND
2025-05-21 21:49:29,SOUND
2025-05-21 21:49:35,SOUND
2025-05-21 21:49:39,SOUND
2025-05-21 21:49:59,SOUND
2025-05-21 21:50:06,SOUND
2025-05-21 21:50:16,SOUND
2025-05-21 21:50:20,SOUND
2025-05-21 21:50:24,SOUND
2025-05-21 21:50:43,SOUND
2025-05-21 21:50:49,SOUND
2025-05-21 21:51:06,SOUND
2025-05-21 21:51:14,SOUND
2025-05-21 21:51:30,SOUND
2025-05-21 21:51:57,SOUND
2025-05-21 21:52:10,SOUND
2025-05-21 21:52:15,SOUND
2025-05-21 21:52:20,SOUND
2025-05-21 21:52:43,SOUND
2025-05-21 21:52:48,SOUND
2025-05-21 21:52:54,SOUND
2025-05-21 21:53:19,SOUND
2025-05-21 21:53:31,SOUND
2025-05-21 21:53:42,SOUND
2025-05-21 21:53:48,SOUND
2025-05-21 21:54:02,SOUND
2025-05-21 21:54:12,SOUND
2025-05-21 21:54:16,SOUND
2025-05-21 21:54:40,SOUND
2025-05-21 21:54:50,SOUND
2025-05-21 21:55:02,SOUND
2025-05-21 21:55:17,SOUND
2025-05-21 21:55:38,SOUND
2025-05-21 21:55:46,SOUND
2025-05-21 21:55:58,SOUND
2025-05-21 21:56:02,SOUND
2025-05-21 21:56:10,SOUND
2025-05-21 21:56:23,SOUND
2025-05-21 21:56:29,SOUND
2025-05-21 21:56:35,SOUND
2025-05-21 21:56:50,SOUND
2025-05-21 21:56:56,SOUND
2025-05-21 21:57:12,SOUND
2025-05-21 21:57:17,SOUND
2025-05-21 21:57:24,SOUND
2025-05-21 21:57:30,SOUND
2025-05-21 21:57:36,SOUND
2025-05-21 21:57:57,SOUND
2025-05-21 21:58:08,SOUND
2025-05-21 21:58:14,SOUND
2025-05-21 21:58:26,SOUND
2025-05-21 21:58:40,SOUND
2025-05-21 21:58:45,SOUND
2025-05-21 21:59:11,SOUND
2025-05-21 21:59:15,SOUND
2025-05-21 21:59:41,SOUND
2025-05-21 21:59:50,SOUND
2025-05-21 21:59:56,SOUND
2025-05-21 22:00:21,SOUND
2025-05-21 22:00:25,SOUND
2025-05-21 22:00:30,SOUND
2025-05-21 22:00:48,SOUND
2025-05-21 22:00:55,SOUND
2025-05-21 22:01:01,SOUND
2025-05-21 22:01:05,SOUND
2025-05-21 22:01:22,SOUND
2025-05-21 22:01:36,SOUND
2025-05-21 22:01:41,SOUND
2025-05-21 22:02:06,SOUND
2025-05-21 22:02:13,SOUND
2025-05-21 22:02:31,SOUND
2025-05-21 22:02:36,SOUND
2025-05-21 22:03:11,SOUND
2025-05-21 22:03:16,SOUND
2025-05-21 22:03:23,SOUND
2025-05-21 22:03:40,SOUND
2025-05-21 22:03:44,SOUND
2025-05-21 22:03:48,SOUND
2025-05-21 22:03:57,SOUND
2025-05-21 22:04:16,SOUND
2025-05-21 22:04:20,SOUND
2025-05-21 22:04:24,SOUND
2025-05-21 22:04:31,SOUND
2025-05-21 22:04:50,SOUND
2025-05-21 22:04:53,SOUND
2025-05-21 22:05:06,SOUND
2025-05-21 22:05:09,SOUND
2025-05-21 22:05:13,SOUND
2025-05-21 22:05:31,SOUND
2025-05-21 22:05:41,SOUND
2025-05-21 22:05:50,SOUND
2025-05-21 22:05:56,SOUND
2025-05-21 22:06:01,SOUND
2025-05-21 22:06:07,SOUND
2025-05-21 22:06:12,SOUND
2025-05-21 22:06:16,SOUND
2025-05-21 22:06:23,SOUND
2025-05-21 22:06:39,SOUND
2025-05-21 22:06:52,SOUND
2025-05-21 22:07:01,SOUND
2025-05-21 22:07:16,SOUND
2025-05-21 22:07:20,SOUND
2025-05-21 22:07:25,SOUND
2025-05-21 22:07:30,SOUND
2025-05-21 22:07:37,SOUND
2025-05-21 22:07:55,SOUND
2025-05-21 22:08:08,SOUND
2025-05-21 22:08:25,SOUND
2025-05-21 22:08:29,SOUND
2025-05-21 22:08:37,SOUND
2025-05-21 22:09:02,SOUND
2025-05-21 22:09:08,SOUND
2025-05-21 22:09:21,SOUND
2025-05-21 22:09:32,SOUND
2025-05-21 22:09:42,SOUND
2025-05-21 22:09:47,SOUND
2025-05-21 22:09:55,SOUND
2025-05-21 22:10:04,SOUND
2025-05-21 22:10:15,SOUND
2025-05-21 22:10:22,SOUND
2025-05-21 22:10:36,SOUND
2025-05-21 22:10:44,SOUND
2025-05-21 22:11:00,SOUND
2025-05-21 22:11:06,SOUND
2025-05-21 22:11:21,SOUND
2025-05-21 22:11:26,SOUND
2025-05-21 22:11:47,SOUND
2025-05-21 22:12:10,SOUND
2025-05-21 22:12:43,SOUND
2025-05-21 22:12:47,SOUND
2025-05-21 22:13:13,SOUND
2025-05-21 22:13:17,SOUND
2025-05-21 22:13:22,SOUND
2025-05-21 22:13:32,SOUND
2025-05-21 22:13:41,SOUND
2025-05-21 22:13:59,SOUND
2025-05-21 22:14:04,SOUND
2025-05-21 22:14:14,SOUND
2025-05-21 22:14:19,SOUND
2025-05-21 22:14:44,SOUND
2025-05-21 22:15:00,SOUND
2025-05-21 22:15:46,SOUND
2025-05-21 22:15:51,SOUND
2025-05-21 22:15:58,SOUND
2025-05-21 22:16:12,SOUND
2025-05-21 22:16:16,SOUND
2025-05-21 22:16:20,SOUND
2025-05-21 22:16:26,SOUND
2025-05-21 22:16:47,SOUND
2025-05-21 22:17:30,SOUND
2025-05-21 22:17:50,SOUND
2025-05-21 22:17:58,SOUND
2025-05-21 22:18:10,SOUND
2025-05-21 22:18:34,SOUND
2025-05-21 22:18:52,SOUND
2025-05-21 22:19:01,SOUND
2025-05-21 22:19:06,SOUND
2025-05-21 22:19:12,SOUND
2025-05-21 22:19:32,SOUND
2025-05-21 22:19:40,SOUND
2025-05-21 22:19:52,SOUND
2025-05-21 22:20:05,SOUND
2025-05-21 22:20:09,SOUND
2025-05-21 22:20:20,SOUND
2025-05-21 22:20:25,SOUND
2025-05-21 22:20:43,SOUND
2025-05-21 22:20:46,SOUND
2025-05-21 22:20:52,SOUND
2025-05-21 22:20:56,SOUND
2025-05-21 22:21:01,SOUND
2025-05-21 22:21:38,SOUND
2025-05-21 22:21:52,SOUND
2025-05-21 22:22:07,SOUND
2025-05-21 22:22:12,SOUND
2025-05-21 22:22:16,SOUND
2025-05-21 22:22:42,SOUND
2025-05-21 22:22:57,SOUND
2025-05-21 22:23:02,SOUND
2025-05-21 22:23:13,SOUND
