timestamp,temperature,humidity,heat_index,light,sound
2025-05-21 19:28:29,75.2,69.0,75.66,0,439
2025-05-21 19:43:30,73.76,72.0,74.22,0,383
2025-05-21 19:58:30,73.22,74.0,73.72,0,348
2025-05-21 20:13:31,73.4,73.0,73.87,0,379
2025-05-21 20:28:32,73.76,73.0,74.27,0,340
2025-05-21 20:43:32,73.76,73.0,74.27,0,411
2025-05-21 20:58:33,73.76,73.0,74.27,0,363
2025-05-21 21:13:34,74.3,73.0,74.86,0,341
2025-05-21 21:28:34,74.3,73.0,74.86,0,335
2025-05-21 21:43:35,74.12,73.0,74.66,0,321
2025-05-21 21:58:36,74.12,73.0,74.66,0,429
2025-05-21 22:13:37,74.12,74.0,74.71,0,403
2025-05-21 22:28:37,74.3,74.0,74.91,0,398
2025-05-21 22:43:37,73.94,75.0,74.56,0,416
2025-05-21 22:58:37,73.76,75.0,74.36,0,439
2025-05-21 23:13:38,73.76,76.0,74.41,0,433
2025-05-21 23:28:38,73.76,76.0,74.41,0,420
2025-05-21 23:43:38,73.58,77.0,74.26,0,419
2025-05-21 23:58:39,73.4,77.0,74.06,0,400
2025-05-22 00:13:40,73.4,77.0,74.06,0,418
2025-05-22 00:28:41,73.22,77.0,73.86,0,417
2025-05-22 00:43:41,73.22,77.0,73.86,0,389
2025-05-22 00:58:42,73.22,77.0,73.86,0,415
2025-05-22 01:13:42,73.04,78.0,73.71,0,437
2025-05-22 01:28:45,73.22,78.0,73.91,0,408
2025-05-22 01:43:46,73.04,78.0,73.71,0,400
2025-05-22 01:58:46,72.86,79.0,73.56,0,388
2025-05-22 02:13:47,72.86,79.0,73.56,0,420
2025-05-22 02:28:47,73.04,79.0,73.76,0,395
2025-05-22 02:43:48,73.04,79.0,73.76,0,411
2025-05-22 02:58:48,72.68,80.0,73.41,0,409
2025-05-22 03:13:49,72.68,80.0,73.41,0,430
2025-05-22 03:28:49,72.68,80.0,73.41,0,408
2025-05-22 03:43:50,72.5,81.0,73.26,0,401
2025-05-22 03:58:52,72.32,81.0,73.06,0,399
2025-05-22 04:13:52,72.32,81.0,73.06,0,413
2025-05-22 04:28:53,72.32,81.0,73.06,0,405
2025-05-22 04:43:53,72.32,81.0,73.06,0,384
2025-05-22 04:58:54,72.32,81.0,73.06,0,408
2025-05-22 05:13:54,72.32,81.0,73.06,0,400
2025-05-22 05:28:54,72.14,81.0,72.86,0,403
2025-05-22 05:43:55,71.96,81.0,72.66,0,407
2025-05-22 05:58:56,71.96,81.0,72.66,0,381
2025-05-22 06:13:57,71.78,81.0,72.46,0,400
2025-05-22 06:28:57,71.6,81.0,72.27,0,405
2025-05-22 06:43:58,71.6,81.0,72.27,0,397
2025-05-22 06:58:58,71.42,80.0,72.02,0,387
2025-05-22 07:13:58,71.6,81.0,72.27,0,401
2025-05-22 07:28:59,71.42,80.0,72.02,0,415
2025-05-22 07:43:59,71.6,81.0,72.27,0,428
2025-05-22 07:58:59,71.6,81.0,72.27,0,405
2025-05-22 08:14:00,71.06,80.0,71.63,0,391
2025-05-22 08:29:00,71.6,81.0,72.27,0,405
2025-05-22 08:44:00,71.6,81.0,72.27,0,405
2025-05-22 08:59:01,71.78,81.0,72.46,0,397
2025-05-22 09:14:01,71.78,80.0,72.42,0,417
2025-05-22 09:29:02,71.96,80.0,72.62,0,404
2025-05-22 09:44:02,71.96,80.0,72.62,0,416
2025-05-22 09:59:03,72.14,80.0,72.81,0,388
2025-05-22 10:14:03,72.14,80.0,72.81,0,392
2025-05-22 10:29:04,72.32,80.0,73.01,0,405
2025-05-22 10:44:04,72.5,79.0,73.16,0,401
2025-05-22 10:59:06,72.86,79.0,73.56,0,399
2025-05-22 11:14:06,73.04,79.0,73.76,0,393
2025-05-22 11:29:07,73.22,78.0,73.91,0,422
2025-05-22 11:44:08,73.76,77.0,74.46,16,394
