timestamp,sleep_event
2025-05-22 22:29:39,LIGHT
2025-05-22 22:29:46,SOUND
2025-05-22 22:30:01,SOUND
2025-05-22 22:32:27,SOUND
2025-05-22 22:32:33,SOUND
2025-05-22 22:32:36,MOVEMENT
2025-05-22 22:32:44,MOVEMENT
2025-05-22 22:32:48,MOVEMENT
2025-05-22 22:32:50,SOUND
2025-05-22 22:34:26,SOUND
2025-05-22 23:08:21,SOUND
2025-05-22 23:10:10,SOUND
2025-05-22 23:10:18,SOUND
2025-05-22 23:10:39,SOUND
2025-05-22 23:11:03,SOUND
2025-05-22 23:11:26,SOUND
2025-05-22 23:11:43,SOUND
2025-05-22 23:11:58,SOUND
2025-05-22 23:12:08,SOUND
2025-05-22 23:12:45,SOUND
2025-05-22 23:12:53,SOUND
2025-05-22 23:13:09,SOUND
2025-05-22 23:13:21,SOUND
2025-05-22 23:13:29,SOUND
2025-05-22 23:13:52,SOUND
2025-05-22 23:13:57,SOUND
2025-05-22 23:14:02,SOUND
2025-05-22 23:14:40,SOUND
2025-05-22 23:14:49,SOUND
2025-05-22 23:14:53,SOUND
2025-05-22 23:14:58,SOUND
2025-05-22 23:15:09,SOUND
2025-05-22 23:15:20,SOUND
2025-05-22 23:15:42,SOUND
2025-05-22 23:16:17,SOUND
2025-05-22 23:16:49,SOUND
2025-05-22 23:17:08,SOUND
2025-05-22 23:17:20,SOUND
2025-05-22 23:17:43,SOUND
2025-05-22 23:17:48,SOUND
2025-05-22 23:18:00,SOUND
2025-05-22 23:18:18,SOUND
2025-05-22 23:18:28,SOUND
2025-05-22 23:18:35,SOUND
2025-05-22 23:18:46,SOUND
2025-05-22 23:18:53,SOUND
2025-05-22 23:19:00,SOUND
2025-05-22 23:19:30,SOUND
2025-05-22 23:19:45,SOUND
2025-05-22 23:19:57,SOUND
2025-05-22 23:20:07,SOUND
2025-05-22 23:20:24,SOUND
2025-05-22 23:20:56,SOUND
2025-05-22 23:21:12,SOUND
2025-05-22 23:21:16,SOUND
2025-05-22 23:21:22,SOUND
2025-05-22 23:21:45,SOUND
2025-05-22 23:21:55,SOUND
2025-05-22 23:22:09,SOUND
2025-05-22 23:22:15,SOUND
2025-05-22 23:22:26,SOUND
2025-05-22 23:22:33,SOUND
2025-05-22 23:22:39,SOUND
2025-05-22 23:23:43,SOUND
2025-05-22 23:23:50,SOUND
2025-05-22 23:23:55,SOUND
2025-05-22 23:24:13,SOUND
2025-05-22 23:24:30,SOUND
2025-05-22 23:24:43,SOUND
2025-05-22 23:25:09,SOUND
2025-05-22 23:25:19,SOUND
2025-05-22 23:25:25,SOUND
2025-05-22 23:25:32,SOUND
2025-05-22 23:26:11,SOUND
2025-05-22 23:26:32,SOUND
2025-05-22 23:26:42,SOUND
2025-05-22 23:26:57,SOUND
2025-05-22 23:27:09,SOUND
2025-05-22 23:27:46,SOUND
2025-05-22 23:27:54,SOUND
2025-05-22 23:28:00,SOUND
2025-05-22 23:28:06,SOUND
2025-05-22 23:28:16,SOUND
2025-05-22 23:28:24,SOUND
2025-05-22 23:28:44,SOUND
2025-05-22 23:28:49,SOUND
2025-05-22 23:28:57,SOUND
2025-05-22 23:29:09,SOUND
2025-05-22 23:29:18,SOUND
2025-05-22 23:29:35,SOUND
2025-05-22 23:29:42,SOUND
2025-05-22 23:30:00,SOUND
2025-05-22 23:30:13,SOUND
2025-05-22 23:30:43,SOUND
2025-05-22 23:30:55,SOUND
2025-05-22 23:31:43,SOUND
2025-05-22 23:31:51,SOUND
2025-05-22 23:32:09,SOUND
2025-05-22 23:32:13,SOUND
2025-05-22 23:32:21,SOUND
2025-05-22 23:33:33,SOUND
2025-05-22 23:33:43,SOUND
2025-05-22 23:34:02,SOUND
2025-05-22 23:34:08,SOUND
2025-05-22 23:34:20,SOUND
2025-05-22 23:34:30,SOUND
2025-05-22 23:34:35,SOUND
2025-05-22 23:34:46,SOUND
2025-05-22 23:34:56,SOUND
2025-05-22 23:35:17,SOUND
2025-05-22 23:35:22,SOUND
2025-05-22 23:35:27,SOUND
2025-05-22 23:35:41,SOUND
2025-05-22 23:35:47,SOUND
2025-05-22 23:35:55,SOUND
2025-05-22 23:36:01,SOUND
2025-05-22 23:36:15,SOUND
2025-05-22 23:36:18,SOUND
2025-05-22 23:36:27,SOUND
2025-05-22 23:36:43,SOUND
2025-05-22 23:36:48,SOUND
2025-05-22 23:37:08,SOUND
2025-05-22 23:37:25,SOUND
2025-05-22 23:37:32,SOUND
2025-05-22 23:37:41,SOUND
2025-05-22 23:37:47,SOUND
2025-05-22 23:37:53,SOUND
2025-05-22 23:37:58,SOUND
2025-05-22 23:38:15,SOUND
2025-05-22 23:38:36,SOUND
2025-05-22 23:38:53,SOUND
2025-05-22 23:39:03,SOUND
2025-05-22 23:39:26,SOUND
2025-05-22 23:39:47,SOUND
2025-05-22 23:40:32,SOUND
2025-05-22 23:40:38,SOUND
2025-05-22 23:40:42,SOUND
2025-05-22 23:40:55,SOUND
2025-05-22 23:41:03,SOUND
2025-05-22 23:41:15,SOUND
2025-05-22 23:41:19,SOUND
2025-05-22 23:41:39,SOUND
2025-05-22 23:41:54,SOUND
2025-05-22 23:42:19,SOUND
2025-05-22 23:42:24,SOUND
2025-05-22 23:42:27,SOUND
2025-05-22 23:42:47,SOUND
2025-05-22 23:42:57,SOUND
2025-05-22 23:43:14,SOUND
2025-05-22 23:43:22,SOUND
2025-05-22 23:43:28,SOUND
2025-05-22 23:43:58,SOUND
2025-05-22 23:44:03,SOUND
2025-05-22 23:44:26,SOUND
2025-05-22 23:44:43,SOUND
2025-05-22 23:45:13,SOUND
2025-05-22 23:45:26,SOUND
2025-05-22 23:45:33,SOUND
2025-05-22 23:45:44,SOUND
2025-05-22 23:46:20,SOUND
2025-05-22 23:46:26,SOUND
2025-05-22 23:46:51,SOUND
2025-05-22 23:46:56,SOUND
2025-05-22 23:47:14,SOUND
2025-05-22 23:47:21,SOUND
2025-05-22 23:47:26,SOUND
2025-05-22 23:47:36,SOUND
2025-05-22 23:47:54,SOUND
2025-05-22 23:47:59,SOUND
2025-05-22 23:48:09,SOUND
2025-05-22 23:48:16,SOUND
2025-05-22 23:48:31,SOUND
2025-05-22 23:48:37,SOUND
2025-05-22 23:48:42,SOUND
2025-05-22 23:48:56,SOUND
2025-05-22 23:49:01,SOUND
2025-05-22 23:49:17,SOUND
2025-05-22 23:49:34,SOUND
2025-05-22 23:49:56,SOUND
2025-05-22 23:50:15,SOUND
2025-05-22 23:50:40,SOUND
2025-05-22 23:50:48,SOUND
2025-05-22 23:51:01,SOUND
2025-05-22 23:51:21,SOUND
2025-05-22 23:51:45,SOUND
2025-05-22 23:51:52,SOUND
2025-05-22 23:51:58,SOUND
2025-05-22 23:52:19,SOUND
2025-05-22 23:52:34,SOUND
2025-05-22 23:52:39,SOUND
2025-05-22 23:52:43,SOUND
2025-05-22 23:52:49,SOUND
2025-05-22 23:53:11,SOUND
2025-05-22 23:53:35,SOUND
2025-05-22 23:53:42,SOUND
2025-05-22 23:53:57,SOUND
2025-05-22 23:54:12,SOUND
2025-05-22 23:54:18,SOUND
2025-05-22 23:54:35,SOUND
2025-05-22 23:54:53,SOUND
2025-05-22 23:55:08,SOUND
2025-05-22 23:55:13,SOUND
2025-05-22 23:55:48,SOUND
2025-05-22 23:56:07,SOUND
2025-05-22 23:56:31,SOUND
2025-05-22 23:56:38,SOUND
2025-05-22 23:56:45,SOUND
2025-05-22 23:57:24,SOUND
2025-05-22 23:57:34,SOUND
2025-05-22 23:58:15,SOUND
2025-05-22 23:58:40,SOUND
2025-05-22 23:59:04,SOUND
2025-05-22 23:59:26,SOUND
2025-05-23 00:00:13,SOUND
2025-05-23 00:00:30,SOUND
2025-05-23 00:00:48,SOUND
2025-05-23 00:01:00,SOUND
2025-05-23 00:01:09,SOUND
2025-05-23 00:01:28,SOUND
2025-05-23 00:01:49,SOUND
2025-05-23 00:02:26,SOUND
2025-05-23 00:02:38,SOUND
2025-05-23 00:02:43,SOUND
2025-05-23 00:04:19,SOUND
2025-05-23 00:04:37,SOUND
2025-05-23 00:04:47,SOUND
2025-05-23 00:04:51,SOUND
2025-05-23 00:05:12,SOUND
2025-05-23 00:05:18,SOUND
2025-05-23 00:06:35,SOUND
2025-05-23 00:06:40,SOUND
2025-05-23 00:06:45,SOUND
2025-05-23 00:07:11,SOUND
2025-05-23 00:07:25,SOUND
2025-05-23 00:07:41,SOUND
2025-05-23 00:07:54,SOUND
2025-05-23 00:08:02,SOUND
2025-05-23 00:08:15,SOUND
2025-05-23 00:08:44,SOUND
2025-05-23 00:08:48,SOUND
2025-05-23 00:08:55,SOUND
2025-05-23 00:09:12,SOUND
2025-05-23 00:09:17,SOUND
2025-05-23 00:09:27,SOUND
2025-05-23 00:09:42,SOUND
2025-05-23 00:09:56,SOUND
2025-05-23 00:10:19,SOUND
2025-05-23 00:10:44,SOUND
2025-05-23 00:10:52,SOUND
2025-05-23 00:10:59,SOUND
2025-05-23 00:11:04,SOUND
2025-05-23 00:11:31,SOUND
2025-05-23 00:12:22,SOUND
2025-05-23 00:12:36,SOUND
2025-05-23 00:13:14,SOUND
2025-05-23 00:13:34,SOUND
2025-05-23 00:13:50,SOUND
2025-05-23 00:14:43,SOUND
2025-05-23 00:14:47,SOUND
2025-05-23 00:14:51,SOUND
2025-05-23 00:14:56,SOUND
2025-05-23 00:15:18,SOUND
2025-05-23 00:15:30,SOUND
2025-05-23 00:16:06,SOUND
2025-05-23 00:16:29,SOUND
2025-05-23 00:16:44,SOUND
2025-05-23 00:17:05,SOUND
2025-05-23 00:17:13,SOUND
2025-05-23 00:17:19,SOUND
2025-05-23 00:17:25,SOUND
2025-05-23 00:17:51,SOUND
2025-05-23 00:17:58,SOUND
2025-05-23 00:18:05,SOUND
2025-05-23 00:18:16,SOUND
2025-05-23 00:18:25,SOUND
2025-05-23 00:18:38,SOUND
