timestamp,temperature,humidity,heat_index,light,sound
2025-05-16 22:59:17,69.08,72.0,69.07,6,1142
2025-05-16 23:14:18,67.46,70.0,67.2,7,919
2025-05-16 23:29:19,66.92,71.0,66.65,6,758
2025-05-16 23:44:20,66.92,73.0,66.74,5,629
2025-05-16 23:59:20,66.92,72.0,66.7,0,536
2025-05-17 00:14:21,67.28,73.0,67.14,0,457
2025-05-17 00:29:21,66.56,74.0,66.39,0,403
2025-05-17 00:44:22,66.56,74.0,66.39,0,362
2025-05-17 00:59:23,66.92,75.0,66.84,0,327
2025-05-17 01:14:24,66.56,75.0,66.44,0,310
2025-05-17 01:29:24,66.74,75.0,66.64,0,286
2025-05-17 01:44:25,66.74,75.0,66.64,0,275
2025-05-17 01:59:26,66.56,75.0,66.44,0,260
2025-05-17 02:14:27,66.74,75.0,66.64,0,249
2025-05-17 02:29:27,66.74,75.0,66.64,0,266
2025-05-17 02:44:29,66.56,75.0,66.44,0,257
2025-05-17 02:59:29,66.56,75.0,66.44,0,250
2025-05-17 03:14:29,66.56,75.0,66.44,0,250
2025-05-17 03:29:30,66.56,75.0,66.44,0,242
2025-05-17 03:44:32,66.2,76.0,66.09,0,237
2025-05-17 03:59:33,66.38,75.0,66.24,0,236
2025-05-17 04:14:34,66.2,75.0,66.04,0,234
2025-05-17 04:29:35,66.56,75.0,66.44,0,230
2025-05-17 04:44:35,66.38,75.0,66.24,0,231
2025-05-17 04:59:36,66.38,74.0,66.2,0,229
2025-05-17 05:14:36,66.38,74.0,66.2,0,232
2025-05-17 05:29:37,66.38,74.0,66.2,0,227
2025-05-17 05:44:37,66.2,74.0,66.0,0,230
2025-05-17 05:59:38,66.2,74.0,66.0,0,226
2025-05-17 06:14:39,66.2,74.0,66.0,0,227
2025-05-17 06:29:40,66.2,74.0,66.0,0,226
2025-05-17 06:44:40,66.02,74.0,65.8,0,230
2025-05-17 06:59:41,66.02,74.0,65.8,0,230
2025-05-17 07:14:42,66.02,74.0,65.8,0,226
2025-05-17 07:29:43,66.02,74.0,65.8,0,229
2025-05-17 07:44:43,66.2,73.0,65.95,0,228
2025-05-17 07:59:44,66.02,73.0,65.75,0,227
2025-05-17 08:14:45,66.02,73.0,65.75,0,228
2025-05-17 08:29:45,66.02,73.0,65.75,0,225
2025-05-17 08:44:46,66.2,74.0,66.0,0,224
2025-05-17 08:59:47,66.02,74.0,65.8,0,227
2025-05-17 09:14:48,66.02,74.0,65.8,0,228
2025-05-17 09:29:48,66.2,73.0,65.95,0,229
2025-05-17 09:44:49,66.2,73.0,65.95,0,223
2025-05-17 09:59:50,66.2,73.0,65.95,0,227
2025-05-17 10:14:50,66.2,74.0,66.0,0,318
2025-05-17 10:29:51,66.56,73.0,66.35,0,288
2025-05-17 10:44:53,66.92,71.0,66.65,1,324
2025-05-17 10:59:53,68.0,69.0,67.74,15,396
2025-05-17 11:14:54,67.46,70.0,67.2,11,351
2025-05-17 11:29:55,66.92,72.0,66.7,7,344
2025-05-17 11:44:56,65.3,75.0,65.06,18,317
