timestamp,sleep_event
2025-05-06 10:09:22,SOUND
2025-05-06 10:09:57,SOUND
2025-05-06 10:10:18,SOUND
2025-05-06 10:10:31,SOUND
2025-05-06 10:11:06,SOUND
2025-05-06 10:11:16,SOUND
2025-05-06 10:11:37,SOUND
2025-05-06 10:11:57,SOUND
2025-05-06 10:12:08,SOUND
2025-05-06 10:13:33,SOUND
2025-05-06 10:13:45,SOUND
2025-05-06 10:14:30,LIGHT
2025-05-06 10:14:32,SOUND
2025-05-06 10:14:51,SOUND
2025-05-06 10:15:45,SOUND
2025-05-06 10:16:59,SOUND
2025-05-06 10:17:42,LIGHT
2025-05-06 10:17:44,SOUND
2025-05-06 10:17:53,LIGHT
2025-05-06 10:18:02,SOUND
2025-05-06 10:19:29,SOUND
2025-05-06 10:19:44,LIGHT
2025-05-06 10:19:45,SOUND
2025-05-06 10:20:10,MOVEMENT
2025-05-06 10:22:58,SOUND
2025-05-06 10:23:21,SOUND
2025-05-06 10:23:56,SOUND
2025-05-06 10:24:01,SOUND
2025-05-06 10:24:42,SOUND
2025-05-06 10:24:52,SOUND
2025-05-06 10:25:33,SOUND
2025-05-06 10:25:41,LIGHT
2025-05-06 10:27:05,SOUND
2025-05-06 10:27:09,SOUND
2025-05-06 10:27:21,SOUND
2025-05-06 10:27:24,SOUND
2025-05-06 10:28:18,LIGHT
2025-05-06 10:29:18,LIGHT
2025-05-06 10:29:19,SOUND
2025-05-06 10:29:23,SOUND
2025-05-06 10:29:27,SOUND
2025-05-06 10:29:31,SOUND
2025-05-06 10:29:33,LIGHT
2025-05-06 10:30:00,SOUND
2025-05-06 10:30:03,SOUND
2025-05-06 10:30:16,SOUND
2025-05-06 10:30:31,SOUND
2025-05-06 10:31:04,SOUND
2025-05-06 10:31:08,SOUND
2025-05-06 10:31:33,LIGHT
2025-05-06 10:31:34,SOUND
2025-05-06 10:31:41,SOUND
2025-05-06 10:31:46,SOUND
2025-05-06 10:32:17,SOUND
2025-05-06 10:32:27,SOUND
2025-05-06 10:32:32,SOUND
2025-05-06 10:32:47,SOUND
2025-05-06 10:33:05,LIGHT
2025-05-06 10:33:16,SOUND
2025-05-06 10:33:24,SOUND
2025-05-06 10:33:42,SOUND
2025-05-06 10:33:52,SOUND
2025-05-06 10:34:25,SOUND
2025-05-06 10:34:34,SOUND
2025-05-06 10:35:03,SOUND
2025-05-06 10:35:09,SOUND
2025-05-06 10:35:20,SOUND
2025-05-06 10:35:49,SOUND
2025-05-06 10:35:56,SOUND
2025-05-06 10:36:10,SOUND
2025-05-06 10:36:16,SOUND
2025-05-06 10:36:25,SOUND
2025-05-06 10:36:44,SOUND
2025-05-06 10:37:17,SOUND
2025-05-06 10:37:21,SOUND
2025-05-06 10:37:29,SOUND
2025-05-06 10:37:35,SOUND
2025-05-06 10:37:39,SOUND
2025-05-06 10:37:57,LIGHT
2025-05-06 10:37:59,SOUND
2025-05-06 10:38:08,SOUND
2025-05-06 10:38:16,SOUND
2025-05-06 10:38:32,SOUND
2025-05-06 10:38:42,SOUND
2025-05-06 10:38:57,SOUND
2025-05-06 10:39:02,SOUND
2025-05-06 10:39:07,SOUND
2025-05-06 10:39:15,SOUND
2025-05-06 10:39:26,LIGHT
2025-05-06 10:40:17,LIGHT
2025-05-06 10:40:25,SOUND
2025-05-06 10:44:08,LIGHT
2025-05-06 10:44:21,SOUND
2025-05-06 10:47:08,SOUND
2025-05-06 10:47:37,SOUND
2025-05-06 10:51:48,SOUND
2025-05-06 10:51:52,SOUND
2025-05-06 10:52:02,SOUND
2025-05-06 10:52:06,SOUND
2025-05-06 10:52:15,SOUND
2025-05-06 10:53:08,SOUND
2025-05-06 10:56:21,SOUND
2025-05-06 11:00:57,SOUND
2025-05-06 11:01:23,LIGHT
2025-05-06 11:01:25,SOUND
2025-05-06 11:01:47,LIGHT
2025-05-06 11:01:54,LIGHT
2025-05-06 11:01:57,LIGHT
2025-05-06 11:02:55,LIGHT
2025-05-06 11:04:33,LIGHT
2025-05-06 11:04:48,SOUND
2025-05-06 11:04:51,SOUND
2025-05-06 11:05:09,SOUND
2025-05-06 11:05:38,SOUND
2025-05-06 11:05:55,LIGHT
2025-05-06 11:05:59,LIGHT
2025-05-06 11:06:05,SOUND
2025-05-06 11:06:11,LIGHT
2025-05-06 11:09:35,SOUND
2025-05-06 11:10:14,SOUND
2025-05-06 11:10:42,SOUND
2025-05-06 11:11:11,LIGHT
2025-05-06 11:11:13,SOUND
2025-05-06 11:11:17,SOUND
2025-05-06 11:12:04,SOUND
2025-05-06 11:12:51,SOUND
2025-05-06 11:12:58,SOUND
2025-05-06 11:15:33,SOUND
2025-05-06 11:15:54,SOUND
2025-05-06 11:17:06,SOUND
2025-05-06 11:17:33,SOUND
2025-05-06 11:18:07,LIGHT
2025-05-06 11:18:28,SOUND
2025-05-06 11:52:10,LIGHT
2025-05-06 11:55:42,LIGHT
