timestamp,temperature,humidity,heat_index,light,sound
2025-05-04 21:01:35,68.18,72.0,68.08,0,643
2025-05-04 21:16:36,68.0,74.0,67.98,0,643
2025-05-04 21:31:36,66.38,77.0,66.34,0,656
2025-05-04 21:46:38,66.02,77.0,65.94,0,594
2025-05-04 22:01:39,65.66,77.0,65.55,0,612
2025-05-04 22:16:39,65.84,78.0,65.79,0,510
2025-05-04 22:31:40,66.2,78.0,66.19,0,456
2025-05-04 22:46:41,65.84,78.0,65.79,0,406
2025-05-04 23:01:42,65.66,78.0,65.59,0,355
2025-05-04 23:16:43,65.66,78.0,65.59,0,366
2025-05-04 23:31:44,65.12,80.0,65.09,0,331
2025-05-04 23:46:45,63.14,83.0,63.06,0,303
2025-05-05 00:01:46,62.78,84.0,62.71,0,295
2025-05-05 00:16:46,62.78,84.0,62.71,0,274
2025-05-05 00:31:47,62.6,84.0,62.51,0,261
2025-05-05 00:46:47,62.42,84.0,62.31,0,286
2025-05-05 01:01:48,62.24,84.0,62.11,0,267
2025-05-05 01:16:49,62.24,85.0,62.16,0,252
2025-05-05 01:31:50,62.24,85.0,62.16,0,259
2025-05-05 01:46:51,62.24,85.0,62.16,0,251
2025-05-05 02:01:51,62.42,85.0,62.36,0,246
2025-05-05 02:16:53,61.88,85.0,61.76,0,233
2025-05-05 02:31:53,62.24,85.0,62.16,0,226
2025-05-05 02:46:54,61.88,85.0,61.76,0,226
2025-05-05 03:01:55,61.88,85.0,61.76,0,223
2025-05-05 03:16:55,61.88,84.0,61.72,0,224
2025-05-05 03:31:56,62.06,84.0,61.91,0,220
2025-05-05 03:46:57,61.88,85.0,61.76,0,220
2025-05-05 04:01:58,61.7,85.0,61.57,0,285
2025-05-05 04:16:58,61.7,85.0,61.57,0,264
2025-05-05 04:31:59,61.52,85.0,61.37,0,253
2025-05-05 04:47:00,61.52,85.0,61.37,0,241
2025-05-05 05:02:01,61.52,85.0,61.37,0,234
2025-05-05 05:17:02,61.52,86.0,61.41,0,233
2025-05-05 05:32:02,61.16,86.0,61.02,0,228
2025-05-05 05:47:03,61.34,86.0,61.22,0,220
2025-05-05 06:02:04,61.16,86.0,61.02,0,225
2025-05-05 06:17:05,61.34,87.0,61.26,0,221
2025-05-05 06:32:06,61.16,87.0,61.06,0,223
2025-05-05 06:47:06,61.16,86.0,61.02,0,215
2025-05-05 07:02:07,61.16,87.0,61.06,0,219
2025-05-05 07:17:08,61.34,87.0,61.26,0,217
2025-05-05 07:32:08,61.34,87.0,61.26,0,222
2025-05-05 07:47:09,61.34,88.0,61.31,0,219
2025-05-05 08:02:10,61.34,88.0,61.31,0,217
2025-05-05 08:17:11,61.52,89.0,61.56,0,295
2025-05-05 08:32:11,61.88,89.0,61.95,0,295
